Manufacturer or brand,Caliber,Model,Serial number,Type,subType,Name of distibutor,Address,Purchase Country,City,Purchase State,Purchase date,Mex Recovery date,Mex Recovery area,US Recovery date,US recovery city,Reference case,Case Number,Case state,Jurisdiction,Indictment date,File date,Notes,PRIO Type,PRIO Type Code,Purchase date assumed,Mex Recovery date assumed,US Recovery date assumed,dblcnt_cenapi
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,5/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,5/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,5/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,5/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,6/29/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/27/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,11/14/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,12/11/07,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,8/1/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,10/17/08,,,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
Ruger,0.22,10/22,,Rifle,,Pete's Sport Shop,124 SOUTH C ST,,Madera,CA,3/12/09,3/22/09,Oaxaca,,,United States v. Salgado-Guzman,1:11-cr-00376,California,Eastern District of California,11/03/11,11/03/11,,,,,,,0
